trade_id,trade_date,settle_date,asset_class,counterparty,side,quantity,price,notional,status,fail_reason,days_to_resolve,actual_settle_date,fail_status,days_late,aging_bucket,estimated_cost
T111660,2026-04-17,2026-04-21,Corporate Bond,Greystone Trading LLC,Sell,22420,97.97,2196438.23,Settled On Time,,,,N/A,0.0,,0.0
T111661,2026-05-04,2026-05-05,Equity,Everline Global Markets,Sell,14699,101.47,1491439.06,Settled On Time,,,,N/A,0.0,,0.0
T111662,2026-05-27,2026-05-28,Equity,Greystone Trading LLC,Buy,8270,45.88,379437.98,Settled On Time,,,,N/A,0.0,,0.0
T111663,2026-03-17,2026-03-18,Equity,Dunmore & Co.,Sell,13244,79.95,1058876.25,Settled On Time,,,,N/A,0.0,,0.0
T111664,2026-04-23,2026-04-27,Corporate Bond,Palisade Trading Group,Buy,1280736,99.23,127082321.39,Failed,Settlement Instruction Error,1.0,2026-04-28,Resolved,1.0,1-2 days,18709.34
T111665,2026-03-27,2026-03-31,Corporate Bond,Sable Point Capital,Sell,617620,97.97,60509762.91,Settled On Time,,,,N/A,0.0,,0.0
T111666,2026-07-15,2026-07-17,Corporate Bond,Thornfield Global Clearing,Sell,1574153,104.33,164229545.75,Settled On Time,,,,N/A,0.0,,0.0
T111667,2026-05-26,2026-05-27,Government Bond,Ridgeline Brokerage,Buy,775312,101.25,78504135.71,Settled On Time,,,,N/A,0.0,,0.0
T111668,2026-06-15,2026-06-16,ETF,Caldera Prime Brokerage,Buy,1628,123.51,201075.73,Settled On Time,,,,N/A,0.0,,0.0
T111669,2026-03-12,2026-03-16,Corporate Bond,Oakferry Markets,Buy,384159,98.4,37801951.37,Settled On Time,,,,N/A,0.0,,0.0
T111670,2026-06-09,2026-06-10,Equity,Ridgeline Brokerage,Sell,14876,27.94,415614.72,Settled On Time,,,,N/A,0.0,,0.0
T111671,2026-07-06,2026-07-08,Corporate Bond,Kestrel Institutional Brokers,Sell,1404643,99.19,139330856.68,Failed,Settlement Instruction Error,2.0,2026-07-10,Resolved,2.0,1-2 days,41025.2
T111672,2026-06-30,2026-07-01,ETF,Lindenmoor Securities,Sell,14276,53.47,763277.72,Settled On Time,,,,N/A,0.0,,0.0
T111673,2026-07-20,2026-07-22,Corporate Bond,Harborview Asset Services,Sell,1529263,97.25,148714436.4,Settled On Time,,,,N/A,0.0,,0.0
T111674,2026-03-18,2026-03-19,Equity,Quorum Custody Bank,Buy,4846,211.92,1026950.18,Settled On Time,,,,N/A,0.0,,0.0
T111675,2026-06-04,2026-06-05,Equity,Oakferry Markets,Buy,14663,16.61,243609.29,Settled On Time,,,,N/A,0.0,,0.0
T111676,2026-05-25,2026-05-26,Equity,Meridian Capital Partners,Buy,11898,33.27,395810.44,Settled On Time,,,,N/A,0.0,,0.0
T111677,2026-08-06,2026-08-07,Government Bond,Ashford Securities,Sell,219018,103.84,22742837.01,Settled On Time,,,,N/A,0.0,,0.0
T111678,2026-07-01,2026-07-02,ETF,Thornfield Global Clearing,Sell,4184,120.74,505162.77,Settled On Time,,,,N/A,0.0,,0.0
T111679,2026-08-18,2026-08-19,Equity,Kestrel Institutional Brokers,Buy,4288,20.2,86621.81,Settled On Time,,,,N/A,0.0,,0.0
T111680,2026-03-03,2026-03-04,Equity,Thornfield Global Clearing,Sell,16855,95.6,1611396.16,Settled On Time,,,,N/A,0.0,,0.0
T111681,2026-05-18,2026-05-19,ETF,Northbridge Prime Services,Buy,13437,161.56,2170928.75,Settled On Time,,,,N/A,0.0,,0.0
T111682,2026-07-02,2026-07-03,Government Bond,Kestrel Institutional Brokers,Buy,46829,103.68,4855164.98,Settled On Time,,,,N/A,0.0,,0.0
T111683,2026-03-13,2026-03-16,Government Bond,Palisade Trading Group,Sell,653901,101.18,66161848.56,Settled On Time,,,,N/A,0.0,,0.0
T111684,2026-06-24,2026-06-26,Corporate Bond,Everline Global Markets,Sell,878824,97.31,85521495.11,Settled On Time,,,,N/A,0.0,,0.0
T111685,2026-04-08,2026-04-10,Corporate Bond,Journeyman Capital,Sell,900155,95.68,86127622.11,Settled On Time,,,,N/A,0.0,,0.0
T111686,2026-03-11,2026-03-12,Equity,Ashford Securities,Buy,609,79.66,48510.99,Settled On Time,,,,N/A,0.0,,0.0
T111687,2026-06-24,2026-06-25,Equity,Oakferry Markets,Buy,12193,23.27,283760.47,Settled On Time,,,,N/A,0.0,,0.0
T111688,2026-05-14,2026-05-15,ETF,Greystone Trading LLC,Sell,5669,140.11,794294.87,Settled On Time,,,,N/A,0.0,,0.0
T111689,2026-05-11,2026-05-13,Corporate Bond,Bellwether Capital Partners,Buy,812291,96.41,78316594.86,Settled On Time,,,,N/A,0.0,,0.0
T111690,2026-04-24,2026-04-27,Equity,Palisade Trading Group,Buy,5040,109.73,553015.35,Settled On Time,,,,N/A,0.0,,0.0
T111691,2026-06-30,2026-07-02,Corporate Bond,Everline Global Markets,Sell,1598029,105.12,167979208.54,Settled On Time,,,,N/A,0.0,,0.0
T111692,2026-06-17,2026-06-18,Equity,Everline Global Markets,Buy,14210,33.48,475785.17,Settled On Time,,,,N/A,0.0,,0.0
T111693,2026-06-26,2026-06-29,Equity,Caldera Prime Brokerage,Sell,17663,71.6,1264706.22,Settled On Time,,,,N/A,0.0,,0.0
T111694,2026-07-17,2026-07-20,Equity,Meridian Capital Partners,Sell,13346,84.39,1126315.13,Settled On Time,,,,N/A,0.0,,0.0
T111695,2026-06-16,2026-06-18,Corporate Bond,Greystone Trading LLC,Buy,825082,101.13,83441846.33,Settled On Time,,,,N/A,0.0,,0.0
T111696,2026-03-11,2026-03-13,Corporate Bond,Lindenmoor Securities,Sell,1937947,98.48,190855519.04,Settled On Time,,,,N/A,0.0,,0.0
T111697,2026-03-26,2026-03-27,ETF,Greystone Trading LLC,Buy,1704,34.11,58116.37,Settled On Time,,,,N/A,0.0,,0.0
T111698,2026-08-24,2026-08-26,Corporate Bond,Palisade Trading Group,Buy,317832,97.53,30998254.69,Settled On Time,,,,N/A,0.0,,0.0
T111699,2026-04-17,2026-04-21,Corporate Bond,Harborview Asset Services,Sell,808751,103.21,83467884.99,Settled On Time,,,,N/A,0.0,,0.0
T111700,2026-05-14,2026-05-15,Equity,Palisade Trading Group,Sell,7997,46.0,367843.27,Settled On Time,,,,N/A,0.0,,0.0
T111701,2026-05-05,2026-05-07,Corporate Bond,Journeyman Capital,Sell,1097319,96.99,106432243.09,Settled On Time,,,,N/A,0.0,,0.0
T111702,2026-08-24,2026-08-25,Equity,Ashford Securities,Sell,12832,103.22,1324565.0,Settled On Time,,,,N/A,0.0,,0.0
T111703,2026-07-24,2026-07-27,ETF,Ironwood Clearing,Buy,17329,13.75,238357.92,Settled On Time,,,,N/A,0.0,,0.0
T111704,2026-05-25,2026-05-26,Equity,Everline Global Markets,Sell,4109,49.36,202816.93,Settled On Time,,,,N/A,0.0,,0.0
T111705,2026-06-30,2026-07-01,Equity,Journeyman Capital,Buy,1784,69.21,123466.89,Settled On Time,,,,N/A,0.0,,0.0
T111706,2026-06-05,2026-06-08,ETF,Caldera Prime Brokerage,Buy,7110,50.03,355708.06,Settled On Time,,,,N/A,0.0,,0.0
T111707,2026-06-23,2026-06-24,Equity,Palisade Trading Group,Sell,7440,45.07,335285.83,Settled On Time,,,,N/A,0.0,,0.0
T111708,2026-08-18,2026-08-19,ETF,Meridian Capital Partners,Buy,12939,61.86,800405.98,Settled On Time,,,,N/A,0.0,,0.0
T111709,2026-06-26,2026-06-30,Corporate Bond,Caldera Prime Brokerage,Buy,1115253,94.39,105269140.68,Settled On Time,,,,N/A,0.0,,0.0
T111710,2026-03-18,2026-03-20,Corporate Bond,Thornfield Global Clearing,Buy,919210,100.93,92771813.4,Settled On Time,,,,N/A,0.0,,0.0
T111711,2026-05-27,2026-05-28,Equity,Harborview Asset Services,Buy,12317,14.76,181857.73,Settled On Time,,,,N/A,0.0,,0.0
T111712,2026-07-23,2026-07-24,Equity,Everline Global Markets,Buy,7724,50.08,386780.8,Settled On Time,,,,N/A,0.0,,0.0
T111713,2026-03-05,2026-03-06,Equity,Ashford Securities,Buy,2325,29.62,68865.39,Settled On Time,,,,N/A,0.0,,0.0
T111714,2026-05-01,2026-05-05,Corporate Bond,Everline Global Markets,Buy,1946052,96.72,188221754.53,Settled On Time,,,,N/A,0.0,,0.0
T111715,2026-04-02,2026-04-03,Government Bond,Ashford Securities,Sell,1805450,101.65,183525377.63,Settled On Time,,,,N/A,0.0,,0.0
T111716,2026-07-07,2026-07-08,Equity,Journeyman Capital,Buy,9136,144.69,1321881.0,Settled On Time,,,,N/A,0.0,,0.0
T111717,2026-03-24,2026-03-26,Corporate Bond,Meridian Capital Partners,Sell,979411,95.65,93680233.32,Settled On Time,,,,N/A,0.0,,0.0
T111718,2026-06-18,2026-06-19,ETF,Harborview Asset Services,Buy,888,13.91,12352.21,Settled On Time,,,,N/A,0.0,,0.0
T111719,2026-03-10,2026-03-11,Government Bond,Ridgeline Brokerage,Sell,179327,95.6,17144180.61,Settled On Time,,,,N/A,0.0,,0.0
T111720,2026-08-12,2026-08-13,Equity,Thornfield Global Clearing,Buy,17417,21.01,365959.81,Settled On Time,,,,N/A,0.0,,0.0
T111721,2026-04-24,2026-04-27,ETF,Greystone Trading LLC,Buy,18850,56.98,1074136.01,Settled On Time,,,,N/A,0.0,,0.0
T111722,2026-05-11,2026-05-12,ETF,Meridian Capital Partners,Sell,12454,9.02,112294.49,Settled On Time,,,,N/A,0.0,,0.0
T111723,2026-07-17,2026-07-20,Equity,Ironwood Clearing,Buy,9055,128.7,1165412.35,Settled On Time,,,,N/A,0.0,,0.0
T111724,2026-05-05,2026-05-06,Equity,Fenwick Custody Solutions,Sell,9250,48.18,445627.47,Settled On Time,,,,N/A,0.0,,0.0
T111725,2026-03-18,2026-03-19,Equity,Everline Global Markets,Sell,6032,72.55,437650.27,Settled On Time,,,,N/A,0.0,,0.0
T111726,2026-08-07,2026-08-10,ETF,Kestrel Institutional Brokers,Buy,8435,161.11,1358928.86,Settled On Time,,,,N/A,0.0,,0.0
T111727,2026-03-18,2026-03-20,Corporate Bond,Caldera Prime Brokerage,Sell,340888,96.22,32801182.77,Settled On Time,,,,N/A,0.0,,0.0
T111728,2026-05-27,2026-05-29,Corporate Bond,Northbridge Prime Services,Sell,768541,100.75,77426690.24,Settled On Time,,,,N/A,0.0,,0.0
T111729,2026-03-20,2026-03-23,Equity,Ridgeline Brokerage,Buy,9582,20.78,199127.39,Settled On Time,,,,N/A,0.0,,0.0
T111730,2026-07-02,2026-07-03,Government Bond,Harborview Asset Services,Sell,1045552,97.42,101860101.79,Settled On Time,,,,N/A,0.0,,0.0
T111731,2026-04-15,2026-04-16,Equity,Lindenmoor Securities,Sell,6059,43.98,266504.63,Settled On Time,,,,N/A,0.0,,0.0
T111732,2026-08-13,2026-08-14,Government Bond,Thornfield Global Clearing,Buy,1161373,95.61,111036715.77,Failed,DK - Trade/Documentation Discrepancy,1.0,2026-08-15,Resolved,1.0,1-2 days,16347.07
T111733,2026-04-03,2026-04-06,Equity,Oakferry Markets,Buy,19147,34.29,656493.16,Settled On Time,,,,N/A,0.0,,0.0
T111734,2026-06-26,2026-06-30,Corporate Bond,Ironwood Clearing,Buy,117808,99.19,11685055.08,Failed,DK - Trade/Documentation Discrepancy,6.0,2026-07-06,Resolved,6.0,6-10 days,10321.8
T111735,2026-02-27,2026-03-02,Government Bond,Ridgeline Brokerage,Buy,1335170,102.59,136977100.64,Settled On Time,,,,N/A,0.0,,0.0
T111736,2026-03-18,2026-03-20,Corporate Bond,Ashford Securities,Sell,588266,96.55,56795090.72,Settled On Time,,,,N/A,0.0,,0.0
T111737,2026-04-16,2026-04-20,Corporate Bond,Lindenmoor Securities,Buy,944537,100.91,95311918.23,Settled On Time,,,,N/A,0.0,,0.0
T111738,2026-08-05,2026-08-06,Equity,Fenwick Custody Solutions,Buy,16015,238.0,3811566.42,Settled On Time,,,,N/A,0.0,,0.0
T111739,2026-08-25,2026-08-27,Corporate Bond,Dunmore & Co.,Sell,166078,97.02,16112457.0,Settled On Time,,,,N/A,0.0,,0.0
T111740,2026-06-17,2026-06-18,ETF,Kestrel Institutional Brokers,Sell,18014,76.26,1373810.38,Settled On Time,,,,N/A,0.0,,0.0
T111741,2026-04-28,2026-04-29,Equity,Oakferry Markets,Sell,14060,33.7,473803.28,Settled On Time,,,,N/A,0.0,,0.0
T111742,2026-04-23,2026-04-24,Government Bond,Oakferry Markets,Buy,1963690,100.63,197605860.13,Settled On Time,,,,N/A,0.0,,0.0
T111743,2026-04-06,2026-04-07,Equity,Oakferry Markets,Buy,13294,122.41,1627298.32,Settled On Time,,,,N/A,0.0,,0.0
T111744,2026-04-28,2026-04-29,Equity,Fenwick Custody Solutions,Buy,6571,123.61,812260.74,Settled On Time,,,,N/A,0.0,,0.0
T111745,2026-05-26,2026-05-27,Government Bond,Ironwood Clearing,Buy,787539,99.82,78611300.99,Settled On Time,,,,N/A,0.0,,0.0
T111746,2026-06-30,2026-07-01,Equity,Caldera Prime Brokerage,Sell,13619,121.21,1650704.01,Settled On Time,,,,N/A,0.0,,0.0
T111747,2026-04-08,2026-04-09,Equity,Meridian Capital Partners,Sell,19232,36.03,692884.03,Settled On Time,,,,N/A,0.0,,0.0
T111748,2026-03-04,2026-03-05,Equity,Quorum Custody Bank,Sell,3891,193.14,751516.76,Settled On Time,,,,N/A,0.0,,0.0
T111749,2026-06-08,2026-06-10,Corporate Bond,Journeyman Capital,Buy,980860,94.59,92782558.46,Settled On Time,,,,N/A,0.0,,0.0
T111750,2026-04-10,2026-04-13,Government Bond,Greystone Trading LLC,Sell,731770,104.13,76199659.09,Settled On Time,,,,N/A,0.0,,0.0
T111751,2026-05-08,2026-05-11,Equity,Greystone Trading LLC,Buy,17225,223.3,3846384.1,Settled On Time,,,,N/A,0.0,,0.0
T111752,2026-07-03,2026-07-07,Corporate Bond,Northbridge Prime Services,Buy,449033,95.58,42916979.38,Settled On Time,,,,N/A,0.0,,0.0
T111753,2026-08-06,2026-08-07,ETF,Northbridge Prime Services,Sell,8261,30.8,254415.62,Settled On Time,,,,N/A,0.0,,0.0
T111754,2026-06-02,2026-06-04,Corporate Bond,Journeyman Capital,Buy,1858757,99.57,185068998.96,Settled On Time,,,,N/A,0.0,,0.0
T111755,2026-08-12,2026-08-14,Corporate Bond,Everline Global Markets,Sell,287353,97.15,27916140.16,Settled On Time,,,,N/A,0.0,,0.0
T111756,2026-04-15,2026-04-16,Government Bond,Ironwood Clearing,Buy,1023523,101.11,103493030.08,Settled On Time,,,,N/A,0.0,,0.0
T111757,2026-07-03,2026-07-06,Equity,Greystone Trading LLC,Buy,19838,70.6,1400494.47,Settled On Time,,,,N/A,0.0,,0.0
T111758,2026-08-21,2026-08-24,Equity,Bellwether Capital Partners,Sell,1335,39.42,52622.94,Settled On Time,,,,N/A,0.0,,0.0
T111759,2026-04-06,2026-04-07,ETF,Ironwood Clearing,Buy,6650,59.66,396750.01,Settled On Time,,,,N/A,0.0,,0.0
T111760,2026-07-09,2026-07-10,Equity,Quorum Custody Bank,Sell,1829,29.89,54670.09,Settled On Time,,,,N/A,0.0,,0.0
T111761,2026-05-22,2026-05-25,ETF,Meridian Capital Partners,Sell,5664,65.05,368432.96,Settled On Time,,,,N/A,0.0,,0.0
T111762,2026-08-04,2026-08-05,Equity,Caldera Prime Brokerage,Buy,9783,75.96,743134.89,Settled On Time,,,,N/A,0.0,,0.0
T111763,2026-04-22,2026-04-23,Equity,Ridgeline Brokerage,Buy,13682,57.14,781732.57,Settled On Time,,,,N/A,0.0,,0.0
T111764,2026-08-18,2026-08-19,Government Bond,Everline Global Markets,Sell,1718294,102.91,176837088.92,Settled On Time,,,,N/A,0.0,,0.0
T111765,2026-07-20,2026-07-21,Equity,Meridian Capital Partners,Sell,10473,62.05,649823.71,Settled On Time,,,,N/A,0.0,,0.0
T111766,2026-07-02,2026-07-03,ETF,Lindenmoor Securities,Sell,13089,76.56,1002059.2,Settled On Time,,,,N/A,0.0,,0.0
T111767,2026-03-03,2026-03-05,Corporate Bond,Oakferry Markets,Sell,916710,99.82,91502129.32,Settled On Time,,,,N/A,0.0,,0.0
T111768,2026-03-12,2026-03-13,Equity,Palisade Trading Group,Sell,14893,21.25,316519.16,Settled On Time,,,,N/A,0.0,,0.0
T111769,2026-06-25,2026-06-26,Equity,Fenwick Custody Solutions,Sell,16470,55.87,920213.43,Settled On Time,,,,N/A,0.0,,0.0
T111770,2026-05-22,2026-05-25,Equity,Palisade Trading Group,Sell,5416,121.59,658557.33,Settled On Time,,,,N/A,0.0,,0.0
T111771,2026-04-24,2026-04-27,ETF,Lindenmoor Securities,Buy,8806,57.32,504723.35,Settled On Time,,,,N/A,0.0,,0.0
T111772,2026-07-28,2026-07-29,Equity,Greystone Trading LLC,Sell,10467,96.6,1011163.27,Settled On Time,,,,N/A,0.0,,0.0
T111773,2026-05-25,2026-05-27,Corporate Bond,Caldera Prime Brokerage,Sell,372846,102.84,38342431.7,Failed,Insufficient Securities (Long Fail),3.0,2026-05-30,Resolved,3.0,3-5 days,16934.57
T111774,2026-05-20,2026-05-21,Equity,Lindenmoor Securities,Buy,1634,40.86,66762.77,Settled On Time,,,,N/A,0.0,,0.0
T111775,2026-04-24,2026-04-27,Equity,Journeyman Capital,Sell,2453,50.59,124086.96,Settled On Time,,,,N/A,0.0,,0.0
T111776,2026-08-21,2026-08-24,Equity,Journeyman Capital,Buy,14774,19.53,288597.92,Settled On Time,,,,N/A,0.0,,0.0
T111777,2026-05-04,2026-05-05,Equity,Northbridge Prime Services,Sell,17946,34.27,615042.1,Settled On Time,,,,N/A,0.0,,0.0
T111778,2026-04-14,2026-04-15,Equity,Oakferry Markets,Sell,11354,43.03,488602.97,Settled On Time,,,,N/A,0.0,,0.0
T111779,2026-06-26,2026-06-29,Government Bond,Dunmore & Co.,Buy,1177270,101.77,119809613.89,Settled On Time,,,,N/A,0.0,,0.0
T111780,2026-03-04,2026-03-05,Equity,Fenwick Custody Solutions,Buy,14609,85.06,1242677.14,Settled On Time,,,,N/A,0.0,,0.0
T111781,2026-06-12,2026-06-15,ETF,Sable Point Capital,Sell,11424,105.79,1208585.11,Settled On Time,,,,N/A,0.0,,0.0
T111782,2026-06-08,2026-06-09,ETF,Lindenmoor Securities,Sell,15839,22.48,356016.94,Settled On Time,,,,N/A,0.0,,0.0
T111783,2026-04-10,2026-04-14,Corporate Bond,Ironwood Clearing,Buy,893513,97.61,87215789.76,Settled On Time,,,,N/A,0.0,,0.0
T111784,2026-07-15,2026-07-17,Corporate Bond,Thornfield Global Clearing,Sell,965458,107.5,103785700.76,Failed,Insufficient Securities (Long Fail),3.0,2026-07-20,Resolved,3.0,3-5 days,45838.68
T111785,2026-03-05,2026-03-06,Equity,Northbridge Prime Services,Buy,19315,33.3,643188.87,Settled On Time,,,,N/A,0.0,,0.0
T111786,2026-08-21,2026-08-25,Corporate Bond,Quorum Custody Bank,Sell,1001251,100.33,100454178.24,Settled On Time,,,,N/A,0.0,,0.0
T111787,2026-07-30,2026-07-31,Equity,Journeyman Capital,Buy,1649,26.44,43596.62,Settled On Time,,,,N/A,0.0,,0.0
T111788,2026-03-30,2026-04-01,Corporate Bond,Dunmore & Co.,Buy,953077,98.97,94327101.54,Settled On Time,,,,N/A,0.0,,0.0
T111789,2026-05-26,2026-05-27,Equity,Oakferry Markets,Buy,14580,92.79,1352927.56,Settled On Time,,,,N/A,0.0,,0.0
T111790,2026-04-02,2026-04-06,Corporate Bond,Quorum Custody Bank,Sell,896783,95.5,85639093.91,Settled On Time,,,,N/A,0.0,,0.0
T111791,2026-06-17,2026-06-19,Corporate Bond,Lindenmoor Securities,Buy,581706,98.45,57271532.33,Settled On Time,,,,N/A,0.0,,0.0
T111792,2026-04-30,2026-05-04,Corporate Bond,Ironwood Clearing,Sell,1798543,98.75,177614009.28,Settled On Time,,,,N/A,0.0,,0.0
T111793,2026-05-26,2026-05-27,Equity,Caldera Prime Brokerage,Sell,12504,40.62,507869.87,Settled On Time,,,,N/A,0.0,,0.0
T111794,2026-08-18,2026-08-20,Corporate Bond,Everline Global Markets,Buy,1302228,101.78,132539747.27,Settled On Time,,,,N/A,0.0,,0.0
T111795,2026-06-17,2026-06-19,Corporate Bond,Sable Point Capital,Buy,1239431,97.71,121108139.33,Settled On Time,,,,N/A,0.0,,0.0
T111796,2026-07-31,2026-08-03,ETF,Dunmore & Co.,Sell,13144,49.88,655597.7,Settled On Time,,,,N/A,0.0,,0.0
T111797,2026-06-18,2026-06-19,Equity,Northbridge Prime Services,Buy,18600,30.35,564477.35,Settled On Time,,,,N/A,0.0,,0.0
T111798,2026-05-22,2026-05-25,Equity,Northbridge Prime Services,Buy,6098,96.42,587954.27,Settled On Time,,,,N/A,0.0,,0.0
T111799,2026-02-27,2026-03-02,Equity,Journeyman Capital,Sell,12722,75.27,957648.46,Settled On Time,,,,N/A,0.0,,0.0
T111800,2026-03-13,2026-03-17,Corporate Bond,Thornfield Global Clearing,Buy,821408,100.8,82795576.87,Settled On Time,,,,N/A,0.0,,0.0
T111801,2026-06-02,2026-06-03,Equity,Northbridge Prime Services,Buy,16864,47.22,796280.36,Settled On Time,,,,N/A,0.0,,0.0
T111802,2026-05-28,2026-06-01,Corporate Bond,Thornfield Global Clearing,Buy,1594638,99.63,158867508.3,Settled On Time,,,,N/A,0.0,,0.0
T111803,2026-05-27,2026-05-29,Corporate Bond,Fenwick Custody Solutions,Sell,1365654,102.42,139876161.61,Settled On Time,,,,N/A,0.0,,0.0
T111804,2026-07-29,2026-07-31,Corporate Bond,Oakferry Markets,Buy,317699,102.66,32615251.9,Settled On Time,,,,N/A,0.0,,0.0
T111805,2026-03-16,2026-03-18,Corporate Bond,Palisade Trading Group,Sell,872612,100.5,87698180.9,Settled On Time,,,,N/A,0.0,,0.0
T111806,2026-06-24,2026-06-26,Corporate Bond,Sable Point Capital,Sell,1753192,101.79,178466105.06,Settled On Time,,,,N/A,0.0,,0.0
T111807,2026-07-10,2026-07-13,ETF,Ironwood Clearing,Buy,13964,190.69,2662827.65,Settled On Time,,,,N/A,0.0,,0.0
T111808,2026-06-23,2026-06-24,Equity,Greystone Trading LLC,Buy,10010,42.7,427386.21,Settled On Time,,,,N/A,0.0,,0.0
T111809,2026-04-09,2026-04-13,Corporate Bond,Quorum Custody Bank,Buy,1759913,102.87,181043472.04,Settled On Time,,,,N/A,0.0,,0.0
T111810,2026-05-11,2026-05-12,Government Bond,Oakferry Markets,Buy,95133,102.06,9709423.03,Settled On Time,,,,N/A,0.0,,0.0
T111811,2026-03-09,2026-03-10,ETF,Fenwick Custody Solutions,Buy,12236,42.68,522258.88,Settled On Time,,,,N/A,0.0,,0.0
T111812,2026-03-30,2026-03-31,Government Bond,Greystone Trading LLC,Buy,901952,96.37,86922958.63,Settled On Time,,,,N/A,0.0,,0.0
T111813,2026-07-21,2026-07-22,Government Bond,Palisade Trading Group,Sell,1014986,102.42,103957612.19,Settled On Time,,,,N/A,0.0,,0.0
T111814,2026-06-17,2026-06-18,ETF,Lindenmoor Securities,Buy,15815,64.65,1022422.05,Settled On Time,,,,N/A,0.0,,0.0
T111815,2026-07-31,2026-08-04,Corporate Bond,Sable Point Capital,Buy,1940392,101.11,196196903.47,Settled On Time,,,,N/A,0.0,,0.0
T111816,2026-07-01,2026-07-03,Corporate Bond,Meridian Capital Partners,Buy,1503299,100.33,150831036.49,Settled On Time,,,,N/A,0.0,,0.0
T111817,2026-04-10,2026-04-13,Equity,Thornfield Global Clearing,Sell,5475,71.21,389888.97,Settled On Time,,,,N/A,0.0,,0.0
T111818,2026-07-22,2026-07-23,Equity,Greystone Trading LLC,Sell,18900,79.61,1504623.18,Settled On Time,,,,N/A,0.0,,0.0
T111819,2026-06-30,2026-07-01,ETF,Palisade Trading Group,Sell,14474,27.2,393736.32,Settled On Time,,,,N/A,0.0,,0.0
T111820,2026-04-01,2026-04-03,Corporate Bond,Dunmore & Co.,Buy,1914190,100.73,192811836.14,Settled On Time,,,,N/A,0.0,,0.0
T111821,2026-02-26,2026-02-27,Equity,Oakferry Markets,Sell,3217,63.2,203300.96,Settled On Time,,,,N/A,0.0,,0.0
T111822,2026-07-14,2026-07-16,Corporate Bond,Ironwood Clearing,Buy,511686,104.34,53386765.38,Settled On Time,,,,N/A,0.0,,0.0
T111823,2026-07-07,2026-07-09,Corporate Bond,Kestrel Institutional Brokers,Sell,1965720,99.84,196253301.85,Settled On Time,,,,N/A,0.0,,0.0
T111824,2026-03-13,2026-03-17,Corporate Bond,Quorum Custody Bank,Sell,1896198,101.69,192818392.03,Settled On Time,,,,N/A,0.0,,0.0
T111825,2026-05-20,2026-05-21,Equity,Caldera Prime Brokerage,Buy,16395,59.41,974012.48,Settled On Time,,,,N/A,0.0,,0.0
T111826,2026-08-10,2026-08-11,ETF,Everline Global Markets,Buy,16630,247.1,4109316.8,Settled On Time,,,,N/A,0.0,,0.0
T111827,2026-07-20,2026-07-21,Equity,Lindenmoor Securities,Sell,16780,35.71,599172.93,Settled On Time,,,,N/A,0.0,,0.0
T111828,2026-07-23,2026-07-24,Equity,Ironwood Clearing,Sell,797,37.24,29678.06,Settled On Time,,,,N/A,0.0,,0.0
T111829,2026-05-07,2026-05-08,Equity,Lindenmoor Securities,Sell,7099,48.41,343668.23,Settled On Time,,,,N/A,0.0,,0.0
T111830,2026-03-19,2026-03-20,Equity,Ironwood Clearing,Buy,11702,27.86,326029.91,Settled On Time,,,,N/A,0.0,,0.0
T111831,2026-04-30,2026-05-01,Equity,Bellwether Capital Partners,Sell,2125,25.67,54551.1,Settled On Time,,,,N/A,0.0,,0.0
T111832,2026-06-30,2026-07-01,ETF,Sable Point Capital,Buy,12682,66.67,845460.65,Settled On Time,,,,N/A,0.0,,0.0
T111833,2026-07-28,2026-07-29,Equity,Northbridge Prime Services,Sell,3073,51.27,157565.5,Settled On Time,,,,N/A,0.0,,0.0
T111834,2026-06-23,2026-06-24,Equity,Meridian Capital Partners,Buy,6682,109.14,729259.36,Settled On Time,,,,N/A,0.0,,0.0
T111835,2026-03-04,2026-03-05,Government Bond,Caldera Prime Brokerage,Buy,1761464,100.92,177765937.82,Settled On Time,,,,N/A,0.0,,0.0
T111836,2026-06-12,2026-06-15,ETF,Dunmore & Co.,Sell,185,22.62,4184.98,Settled On Time,,,,N/A,0.0,,0.0
T111837,2026-04-01,2026-04-02,Government Bond,Lindenmoor Securities,Sell,1312391,98.27,128972997.97,Settled On Time,,,,N/A,0.0,,0.0
T111838,2026-06-16,2026-06-18,Corporate Bond,Bellwether Capital Partners,Sell,1397688,97.47,136234217.64,Settled On Time,,,,N/A,0.0,,0.0
T111839,2026-05-12,2026-05-13,Equity,Journeyman Capital,Sell,18964,12.79,242622.05,Settled On Time,,,,N/A,0.0,,0.0
T111840,2026-06-02,2026-06-03,Government Bond,Ridgeline Brokerage,Sell,1361380,101.55,138252813.82,Settled On Time,,,,N/A,0.0,,0.0
T111841,2026-06-12,2026-06-15,Government Bond,Ridgeline Brokerage,Sell,645261,103.36,66692584.21,Settled On Time,,,,N/A,0.0,,0.0
T111842,2026-06-22,2026-06-24,Corporate Bond,Kestrel Institutional Brokers,Sell,1360759,104.0,141522635.36,Settled On Time,,,,N/A,0.0,,0.0
T111843,2026-02-26,2026-02-27,ETF,Everline Global Markets,Sell,18189,117.13,2130419.01,Settled On Time,,,,N/A,0.0,,0.0
T111844,2026-08-19,2026-08-20,ETF,Bellwether Capital Partners,Sell,4821,25.76,124179.22,Settled On Time,,,,N/A,0.0,,0.0
T111845,2026-06-10,2026-06-11,ETF,Dunmore & Co.,Sell,14419,88.12,1270550.64,Settled On Time,,,,N/A,0.0,,0.0
